uniqid,serialid,isocntry,w_national,w_eu,w_eu27_legacy,act_emergency_food_drink,act_emergency_water,act_flashlight_candles,act_battery_radio,act_first_aid_kit,act_documents_safe,act_grab_bag,act_signed_up_alerts,act_training_exercise,act_knows_official_plan,act_family_contact_plan,act_neighbourhood_discussion,act_home_protection,act_other,actions_dk,n_actions_survey_banded,days_water,days_power,days_gas_heating,days_food,days_medication,info_saw_info_last_12m,info_feels_informed,info_trusts_official_info,info_info_easy_to_find,info_knows_where_abroad,prep_prep_helps_cope,prep_feels_well_prepared,prep_no_time_or_money,prep_prep_info_easy,prep_needs_more_info,prep_knows_alert_channel,prep_knows_what_to_do,prep_employer_encourages,prep_services_encourage,no_disaster_experience,n_disasters_experienced,top_personal_risk,top_country_risk,trusts_emergency_services,volunteers_for_responders,gender,age,age_band,community_type,bill_difficulties,social_class,days_water_not_applicable,days_water_dont_know,days_power_not_applicable,days_power_dont_know,days_gas_heating_not_applicable,days_gas_heating_dont_know,days_food_not_applicable,days_food_dont_know,days_medication_not_applicable,days_medication_dont_know,info_saw_info_last_12m_agree,info_saw_info_last_12m_agree_topline,info_feels_informed_agree,info_feels_informed_agree_topline,info_trusts_official_info_agree,info_trusts_official_info_agree_topline,info_info_easy_to_find_agree,info_info_easy_to_find_agree_topline,info_knows_where_abroad_agree,info_knows_where_abroad_agree_topline,prep_prep_helps_cope_agree,prep_prep_helps_cope_agree_topline,prep_feels_well_prepared_agree,prep_feels_well_prepared_agree_topline,prep_no_time_or_money_agree,prep_no_time_or_money_agree_topline,prep_prep_info_easy_agree,prep_prep_info_easy_agree_topline,prep_needs_more_info_agree,prep_needs_more_info_agree_topline,prep_knows_alert_channel_agree,prep_knows_alert_channel_agree_topline,prep_knows_what_to_do_agree,prep_knows_what_to_do_agree_topline,prep_employer_encourages_agree,prep_employer_encourages_agree_topline,prep_services_encourage_agree,prep_services_encourage_agree_topline,n_actions,country,country_grouped,saw_info,took_any_action,n_horizon_answered
170000001.0,1.0,HR,0.6907568525811473,0.16591091864796392,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,0.0,1.0,9.0,9.0,2.0,4.0,2.0,25.0,2.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,False,0,True,1,True,1,False,0,False,0,9.0,HR,HR,True,True,5
170000002.0,2.0,HR,1.5146330388807525,0.36379539045650205,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,13.0,9.0,2.0,2.0,2.0,20.0,1.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,8.0,HR,HR,True,True,5
170000003.0,3.0,HR,1.0884518162902181,0.26143213790780373,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,13.0,6.0,1.0,1.0,1.0,29.0,2.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,True,1,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,2.0,HR,HR,True,True,5
170000004.0,4.0,HR,0.9825822262779831,0.2360036229822138,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,3.0,2.0,3.0,1.0,47.0,4.0,2.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,False,0,False,0,True,1,True,1,False,0,False,0,True,1,False,0,False,0,False,0,False,0,3.0,HR,HR,True,True,5
170000005.0,5.0,HR,1.054619119947252,0.2533059590510552,,,,,,,,,,,,,,,,1.0,6.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,2.0,3.0,2.0,4.0,3.0,,,2.0,1.0,6.0,9.0,9.0,2.0,4.0,1.0,55.0,5.0,1.0,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,True,1,,0,True,1,True,1,False,0,True,1,False,0,True,1,True,1,,0,,0,False,0,,HR,HR,False,,5
170000006.0,6.0,HR,0.5474366235716533,0.1314872415364751,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,1.0,6.0,9.0,12.0,1.0,3.0,2.0,36.0,3.0,1.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,,0,True,1,,0,1.0,HR,HR,False,True,5
170000007.0,7.0,HR,0.5474366235716533,0.1314872415364751,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,3.0,1.0,1.0,2.0,39.0,3.0,1.0,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,False,0,False,0,2.0,HR,HR,False,True,5
170000008.0,8.0,HR,1.4391067372768533,0.34565494344629444,,,,,,,,,,,,,,,,1.0,6.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,9.0,6.0,2.0,3.0,2.0,69.0,6.0,1.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,True,1,False,0,,0,True,1,False,0,True,1,False,0,True,1,True,1,False,0,False,0,False,0,,HR,HR,False,,5
170000009.0,9.0,HR,1.169947328495481,0.28100631259045467,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,9.0,9.0,1.0,2.0,1.0,35.0,3.0,1.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,True,1,False,0,True,1,True,1,False,0,False,0,True,1,True,1,True,1,False,0,False,0,False,0,3.0,HR,HR,True,True,5
170000010.0,10.0,HR,0.43370993682903786,0.10417155295264022,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,8.0,8.0,3.0,3.0,2.0,37.0,3.0,3.0,3.0,2.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,False,0,False,0,False,0,True,1,True,1,False,0,False,0,True,1,False,0,True,1,False,0,False,0,1.0,HR,HR,True,True,5
170000011.0,11.0,HR,0.43370993682903786,0.10417155295264022,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,10.0,8.0,1.0,2.0,2.0,26.0,2.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,2.0,HR,HR,True,True,5
170000012.0,12.0,HR,1.1429302947176843,0.2745171682895796,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,13.0,3.0,3.0,1.0,65.0,6.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,True,1,False,0,False,0,True,1,True,1,False,0,False,0,True,1,True,1,False,0,False,0,True,1,1.0,HR,HR,True,True,5
170000013.0,13.0,HR,0.5852734577862071,0.14057516285033547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,6.0,7.0,3.0,3.0,2.0,59.0,5.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,True,1,False,0,False,0,True,1,1.0,HR,HR,True,True,5
170000014.0,14.0,HR,1.815868353644356,0.43614824170203753,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,6.0,4.0,2.0,3.0,2.0,71.0,6.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,2.0,HR,HR,True,True,5
170000015.0,15.0,HR,0.6907568525811473,0.16591091864796392,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,0.0,2.0,3.0,3.0,2.0,4.0,2.0,32.0,2.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,4.0,HR,HR,True,True,5
170000016.0,16.0,HR,1.4762423621653848,0.3545744432917175,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,9.0,3.0,4.0,1.0,31.0,2.0,1.0,3.0,2.0,False,False,False,False,False,False,False,False,False,False,False,0,True,1,False,0,False,0,False,0,True,1,True,1,False,0,True,1,True,1,True,1,False,0,True,1,True,1,5.0,HR,HR,False,True,5
170000017.0,17.0,HR,0.6907568525811473,0.16591091864796392,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,9.0,2.0,4.0,2.0,39.0,3.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,True,1,True,1,True,1,True,1,False,0,3.0,HR,HR,True,True,5
170000018.0,18.0,HR,1.4762423621653848,0.3545744432917175,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,6.0,3.0,3.0,4.0,1.0,37.0,3.0,1.0,3.0,2.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,6.0,HR,HR,True,True,5
170000019.0,19.0,HR,0.5852734577862071,0.14057516285033547,,,,,,,,,,,,,,,,1.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,7.0,6.0,3.0,3.0,2.0,58.0,5.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,False,0,False,0,False,0,True,1,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,,HR,HR,True,,5
170000020.0,20.0,HR,0.5852734577862071,0.14057516285033547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,6.0,7.0,14.0,2.0,4.0,2.0,57.0,5.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,True,1,False,0,False,0,False,0,False,0,0.0,HR,HR,False,False,5
170000021.0,21.0,HR,0.38594260598349805,0.09269845397094938,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,8.0,6.0,3.0,4.0,2.0,47.0,4.0,3.0,2.0,3.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,1.0,HR,HR,False,True,5
170000022.0,22.0,HR,0.43370993682903786,0.10417155295264022,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,14.0,7.0,2.0,4.0,2.0,35.0,3.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,True,1,False,0,False,0,True,1,False,0,True,1,False,0,True,1,False,0,False,0,False,0,False,0,1.0,HR,HR,False,True,5
170000023.0,23.0,HR,0.38594260598349805,0.09269845397094938,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,7.0,5.0,1.0,1.0,2.0,50.0,4.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,2.0,HR,HR,True,True,5
170000024.0,24.0,HR,2.102025453699025,0.5048794995539169,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,7.0,2.0,4.0,1.0,69.0,6.0,2.0,3.0,5.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,5.0,HR,HR,True,True,5
170000025.0,25.0,HR,0.6764054892641628,0.162463905617439,,,,,,,,,,,,,,,,1.0,6.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,0.0,1.0,13.0,6.0,1.0,3.0,2.0,42.0,3.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,False,0,True,1,True,1,True,1,False,0,True,1,True,1,False,0,True,1,True,1,True,1,True,1,False,0,False,0,,HR,HR,False,,5
170000026.0,26.0,HR,0.6764054892641628,0.162463905617439,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,3.0,2.0,44.0,3.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,1.0,HR,HR,False,True,5
170000027.0,27.0,HR,0.6764054892641628,0.162463905617439,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,6.0,13.0,8.0,1.0,2.0,2.0,50.0,4.0,2.0,3.0,1.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,True,1,False,0,False,0,True,1,False,0,False,0,1.0,HR,HR,True,True,5
170000028.0,28.0,HR,1.0257540199750186,0.24637293300091406,,,,,,,,,,,,,,,,1.0,6.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,6.0,15.0,8.0,2.0,2.0,2.0,59.0,5.0,1.0,2.0,2.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,False,0,False,0,,HR,HR,True,,5
170000029.0,29.0,HR,0.7601228200032364,0.18257173255795198,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,14.0,9.0,1.0,4.0,2.0,30.0,2.0,1.0,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,1,False,0,False,0,False,0,False,0,False,0,False,0,1.0,HR,HR,False,True,5
170000030.0,30.0,HR,0.7601228200032364,0.18257173255795198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,14.0,9.0,2.0,4.0,2.0,28.0,2.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,False,0,False,0,False,0,True,1,True,1,True,1,False,0,False,0,0.0,HR,HR,True,False,5
170000031.0,31.0,HR,0.5093036008694575,0.12232817955438387,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,8.0,2.0,3.0,2.0,36.0,3.0,2.0,2.0,3.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,1.0,HR,HR,False,True,5
170000032.0,32.0,HR,0.5093036008694575,0.12232817955438387,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,9.0,8.0,2.0,4.0,2.0,36.0,3.0,2.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,,0,True,1,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,3.0,HR,HR,True,True,5
170000033.0,33.0,HR,0.43370993682903786,0.10417155295264022,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,10.0,13.0,2.0,4.0,2.0,28.0,2.0,2.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2.0,HR,HR,True,True,5
170000034.0,34.0,HR,0.5852734577862071,0.14057516285033547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,6.0,5.0,1.0,3.0,2.0,57.0,5.0,2.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,1.0,HR,HR,True,True,5
170000035.0,35.0,HR,0.9510023637948253,0.22841854586603483,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,7.0,7.0,2.0,3.0,2.0,23.0,1.0,2.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,False,0,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,1.0,HR,HR,True,True,5
170000036.0,36.0,HR,0.6907568525811473,0.16591091864796392,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,9.0,11.0,2.0,4.0,2.0,25.0,2.0,1.0,3.0,2.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,True,1,True,1,False,0,True,1,False,0,True,1,False,0,True,1,True,1,False,0,False,0,False,0,2.0,HR,HR,True,True,5
170000037.0,37.0,HR,1.8203109176399503,0.4372152884796514,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,6.0,7.0,5.0,2.0,4.0,1.0,68.0,6.0,1.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,True,1,False,0,False,0,False,0,2.0,HR,HR,False,True,5
170000038.0,38.0,HR,1.3326538529617116,0.32008632872542087,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,6.0,8.0,7.0,2.0,4.0,1.0,49.0,4.0,1.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,True,1,True,1,True,1,True,1,True,1,False,0,True,1,False,0,False,0,True,1,True,1,False,0,False,0,5.0,HR,HR,True,True,5
170000039.0,39.0,HR,0.614679252532814,0.1476380568364793,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,6.0,9.0,2.0,4.0,2.0,42.0,3.0,1.0,3.0,2.0,False,False,False,False,False,False,False,False,False,False,False,0,False,0,False,0,True,1,False,0,True,1,False,0,True,1,False,0,True,1,False,0,True,1,True,1,True,1,5.0,HR,HR,False,True,5
170000040.0,40.0,HR,1.815868353644356,0.43614824170203753,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,9.0,2.0,4.0,2.0,65.0,6.0,1.0,3.0,1.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,False,0,False,0,False,0,True,1,True,1,False,0,True,1,True,1,False,0,False,0,False,0,False,0,4.0,HR,HR,True,True,5
170000041.0,41.0,HR,1.0884518162902181,0.26143213790780373,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,4.0,,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,4.0,2.0,4.0,1.0,34.0,2.0,2.0,3.0,2.0,False,False,False,False,False,False,False,False,True,False,True,1,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,True,1,False,0,False,0,0.0,HR,HR,True,False,4
170000042.0,42.0,HR,0.43370993682903786,0.10417155295264022,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,12.0,1.0,3.0,2.0,2.0,30.0,2.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,True,1,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,2.0,HR,HR,True,True,5
