uniqid — UNIQUE RESPONDENT ID (CASEID BY VERIAN COUNTRY CODE),serialid — SERIAL CASE ID (APPOINTED BY VERIAN),isocntry — COUNTRY CODE - ISO 3166,w1 — WEIGHT RESULT FROM TARGET (REDRESSMENT),w92 — WEIGHT TOTAL (ALL SAMPLES),d10 — GENDER,d11 — AGE EXACT,d11r2 — AGE RECODED - 6 CATEGORIES,d25 — TYPE OF COMMUNITY,d60 — DIFFICULTIES PAYING BILLS - LAST YEAR,d63 — SOCIAL CLASS - SELF-ASSESSMENT (5 CAT),qc7_1 — HOW MANY DAYS MEET WATER NEEDS IF WATER SERVICES DISRUPTED,qc7_2 — HOW MANY DAYS POWER ESSENT APPLIANCES IF ELEC INTERRUPTED,qc7_3 — HOW MANY DAYS COOK MEALS/HEAT IF GAS DISRUPTED,qc7_4 — HOW MANY DAYS PROVIDE FOOD IF TRANSPORTATION DISRUPTED,qc7_5 — HOW MANY DAYS CONTINUED TREATMENT IF MEDICATION SUPPLY DISRUPTED,qc6.1 — DISASTER MEASURES IN HH: EMERGENCY SUPPLY DRINKS/FOOD,qc6.2 — DISASTER MEASURES IN HH: EMERGENCY SUPPLY WATER COOKING/HYGIENE,qc6.3 — DISASTER MEASURES IN HH: FLASHLIGHT/CANDLES,qc6.4 — DISASTER MEASURES IN HH: BATTERY-POWERED RADIO,qc6.5 — DISASTER MEASURES IN HH: EMERGENCY PHARMACY,qc6.6 — DISASTER MEASURES IN HH: COPIES IMP DOCUMENTS/STORED SAFELY,qc6.7 — DISASTER MEASURES IN HH: EMERGENCY GRAB-BAG,qc6.8 — DISASTER MEASURES IN HH: SIGNED UP FOR ALERTS,qc6.9 — DISASTER MEASURES IN HH: PARTICIPATED IN TRAINING/EXERCISE,qc6.10 — DISASTER MEASURES IN HH: INFORMED ABOUT OFFICIAL RESPONSE PLAN,qc6.11 — DISASTER MEASURES IN HH: AGREED WITH FRIENDS/FAMILY TO CONTACT,qc6.12 — DISASTER MEASURES IN HH: DISCUSSED COMMON PROT MEASURES IN NEIGHBOURHOOD,qc6.13 — DISASTER MEASURES IN HH: INVESTED IN PROT MEASURES IN HOME,qc6.14 — DISASTER MEASURES IN HH: OTHER,qc6.15 — DISASTER MEASURES IN HH: DK (SPONT),qc6t — DISASTER MEASURES IN HH - NUMBER OF MEASURES,qc5_1 — STATEMENTS DISASTER RISKS - READ/SEENHEARD INFO IN LAST 12M,qc5_2 — STATEMENTS DISASTER RISKS - FEEL WELL INFORMED,qc5_3 — STATEMENTS DISASTER RISKS - TRUST INFORMATION BY PUB AUTH ON RISKS WHERE YOU LIVE,qc5_4 — STATEMENTS DISASTER RISKS - EASY TO FIND INFORMATION BY PUB AUTH ON RISKS WHERE YOU LIVE,qc5_5 — STATEMENTS DISASTER RISKS - KNOW WHERE TO FIND INFO WHEN TRAVELLING TO OTH EU CNTRY,qc8_1 — PERSONAL DISASTER PREPAREDNESS - BETTER ABLE TO COPE BY PREP,qc8_2 — PERSONAL DISASTER PREPAREDNESS - FEEL WELL PREPARED,qc8_3 — PERSONAL DISASTER PREPAREDNESS - NO TIME/FIN RESOURCES TO PREP,qc8_4 — PERSONAL DISASTER PREPAREDNESS - EASY TO FIND INFO ON HOW TO PREP,qc8_5 — PERSONAL DISASTER PREPAREDNESS - NEED MORE INFO TO PREP,qc8_6 — PERSONAL DISASTER PREPAREDNESS - KNOW HOW EMERG SERVICES WILL ALERT,qc8_7 — PERSONAL DISASTER PREPAREDNESS - KNOW WHAT TO DO IN EVENT OF DISASTER,qc8_8 — PERSONAL DISASTER PREPAREDNESS - EMPLOYER/SCHOOL ENCOURAGES TRAINING/PREP,qc8_9 — PERSONAL DISASTER PREPAREDNESS - EMERG SERVICES ENCOURAGE TRAINING/PREP
350025428.0,25428.0,SE,0.33962927742443094,0.19468679337860648,Woman,67.0,65-74,Small or middle sized town,Almost never/never,The working class of society,More than 7 days,4 - 7 days,Not applicable (SPONTANEOUS),More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally agree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally agree,Tend to agree,Totally disagree,Totally agree,Tend to agree,Tend to agree,Totally disagree,It depends on the type of disaster (SPONTANEOUS),Totally disagree
350025429.0,25429.0,SE,3.2476093022851806,1.8616376244215798,Woman,43.0,35-44,Small or middle sized town,From time to time,The middle class of society,2 - 3 days,More than 7 days,4 - 7 days,More than 7 days,Don't know (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,It depends on the type of disaster (SPONTANEOUS),It depends on the type of disaster (SPONTANEOUS)
350025430.0,25430.0,SE,1.3831836127798065,0.7928868331613558,Man,34.0,25-34,Large town,Almost never/never,The middle class of society,1 day or less,1 day or less,Not applicable (SPONTANEOUS),2 - 3 days,Not applicable (SPONTANEOUS),Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to agree,Totally agree,Tend to agree,Tend to disagree,Totally agree,Tend to disagree,Tend to disagree,Totally agree,Totally agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree
350025431.0,25431.0,SE,0.28762892429322046,0.16487846212270307,Man,87.0,75+,Small or middle sized town,Almost never/never,The middle class of society,2 - 3 days,1 day or less,Not applicable (SPONTANEOUS),2 - 3 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Totally agree,Totally agree,Tend to disagree,Totally agree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally agree,Totally agree,Totally agree,Totally disagree,It depends on the type of disaster (SPONTANEOUS),Totally disagree
350025432.0,25432.0,SE,3.0507392727049174,1.748785178183752,Woman,50.0,45-54,Small or middle sized town,Almost never/never,The middle class of society,1 day or less,1 day or less,Not applicable (SPONTANEOUS),2 - 3 days,Not applicable (SPONTANEOUS),Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Tend to agree,Totally disagree,Totally agree,Totally disagree,Totally agree,Totally agree,Totally agree,Totally disagree
350025433.0,25433.0,SE,1.3831836127798065,0.7928868331613558,Man,31.0,25-34,Large town,Almost never/never,The lower middle class of society,2 - 3 days,2 - 3 days,Not applicable (SPONTANEOUS),More than 7 days,Not applicable (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Have invested in protective measures in your home (e.g. flood-proofed the electricity installation, cleared (...)",Not mentioned,Not mentioned,4 mentions,Totally agree,Totally agree,Totally agree,Tend to agree,Tend to agree,Totally agree,Tend to agree,Totally disagree,Totally agree,Tend to disagree,Totally agree,Tend to agree,Tend to disagree,Totally agree
350025434.0,25434.0,SE,0.33962927742443094,0.19468679337860648,Woman,71.0,65-74,Rural area or village,Almost never/never,The middle class of society,2 - 3 days,1 day or less,Not applicable (SPONTANEOUS),More than 7 days,Not applicable (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Totally agree,Tend to agree,Totally agree,Tend to disagree,Don't know (SPONTANEOUS),Totally agree,Tend to agree,Tend to disagree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Don't know (SPONTANEOUS),Totally disagree
350025435.0,25435.0,SE,0.7358744520084852,0.42182770130189484,Man,86.0,75+,Small or middle sized town,Almost never/never,The middle class of society,4 - 7 days,4 - 7 days,Not applicable (SPONTANEOUS),4 - 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Have participated in a training or exercise, to learn how to react in an emergency",Not mentioned,Not mentioned,Not mentioned,"Have invested in protective measures in your home (e.g. flood-proofed the electricity installation, cleared (...)",Not mentioned,Not mentioned,+5 mentions,Totally agree,Tend to agree,Totally agree,Tend to disagree,Tend to disagree,Totally agree,Tend to agree,Totally disagree,Totally agree,Totally disagree,Tend to agree,Tend to agree,It depends on the type of disaster (SPONTANEOUS),Tend to agree
350025436.0,25436.0,SE,1.6729370401157604,0.9589831310609079,Man,59.0,55-64,Small or middle sized town,Almost never/never,The middle class of society,1 day or less,1 day or less,1 day or less,More than 7 days,Not applicable (SPONTANEOUS),Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally agree,Tend to agree,Totally agree,Don't know (SPONTANEOUS),Totally disagree,Totally agree,Tend to disagree,Totally disagree,Totally agree,Tend to agree,Totally agree,Tend to agree,Totally disagree,Tend to agree
350025437.0,25437.0,SE,0.2701928630053368,0.15488353210066977,Man,91.0,75+,Rural area or village,Almost never/never,The upper middle class of society,2 - 3 days,2 - 3 days,Not applicable (SPONTANEOUS),2 - 3 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally agree,Totally agree,Tend to agree,Tend to disagree,Don't know (SPONTANEOUS),Tend to agree,Tend to disagree,Totally disagree,Don't know (SPONTANEOUS),Tend to agree,Don't know (SPONTANEOUS),Tend to agree,It depends on the type of disaster (SPONTANEOUS),Totally disagree
350025438.0,25438.0,SE,0.7707527130724778,0.4418210801314968,Man,87.0,75+,Small or middle sized town,Almost never/never,The middle class of society,2 - 3 days,1 day or less,Not applicable (SPONTANEOUS),4 - 7 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,"Have participated in a training or exercise, to learn how to react in an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Totally agree,Tend to agree,Tend to agree,Tend to disagree,Totally agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Totally agree,Tend to agree,Tend to agree,Don't know (SPONTANEOUS),Tend to disagree
350025439.0,25439.0,SE,1.0255004187979595,0.58785093457856,None of the above/ Non binary/ do not recognize yourself in above categories/Prefer not to say,79.0,75+,,Refusal (SPONT.),DK (SPONT.),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS)
350025440.0,25440.0,SE,1.9342824821187115,1.1087950272952962,Woman,31.0,25-34,Large town,Almost never/never,The working class of society,1 day or less,1 day or less,Not applicable (SPONTANEOUS),More than 7 days,More than 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Totally agree,Tend to agree,Totally agree,Totally agree,Tend to disagree,Totally agree,Totally disagree,Totally disagree,Totally agree,Totally disagree,Totally agree,Tend to agree,Totally disagree,Tend to agree
350025441.0,25441.0,SE,0.9532327676560716,0.5464247142817881,Woman,92.0,75+,Small or middle sized town,Almost never/never,The middle class of society,1 day or less,2 - 3 days,Not applicable (SPONTANEOUS),2 - 3 days,4 - 7 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to agree,Totally agree,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Totally agree,Tend to agree,Totally agree,Totally agree,Tend to agree,Tend to agree,Tend to agree,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS)
350025442.0,25442.0,SE,3.2598256487762507,1.8686404403836918,Man,32.0,25-34,Small or middle sized town,Almost never/never,The middle class of society,2 - 3 days,2 - 3 days,Not applicable (SPONTANEOUS),2 - 3 days,Not applicable (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Not mentioned,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Totally agree,Tend to agree,Totally agree,Totally agree,Tend to agree,Totally agree,Tend to agree,Totally disagree,Totally agree,Totally disagree,Tend to agree,Tend to agree,Totally disagree,Totally agree
350025443.0,25443.0,SE,4.088503892481915,2.343666360507932,Woman,35.0,35-44,Small or middle sized town,Almost never/never,The middle class of society,4 - 7 days,1 day or less,1 day or less,4 - 7 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Discussed common protective measures in your neighbourhood,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally agree,Totally agree,Totally agree,Tend to agree,Tend to agree,Totally agree,Totally disagree,Totally disagree,Totally agree,Totally disagree,Tend to disagree,Tend to disagree,Totally disagree,Totally agree
350025444.0,25444.0,SE,0.4236388321452724,0.2428438631865955,Woman,74.0,65-74,Small or middle sized town,Almost never/never,The middle class of society,2 - 3 days,4 - 7 days,Don't know (SPONTANEOUS),4 - 7 days,Don't know (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Got informed on the response plan your city, region or country has for a disaster or emergency (e.g. (...)",Not mentioned,Discussed common protective measures in your neighbourhood,"Have invested in protective measures in your home (e.g. flood-proofed the electricity installation, cleared (...)",Not mentioned,Not mentioned,+5 mentions,Totally agree,Totally agree,Totally agree,Totally agree,Tend to disagree,Totally agree,Tend to agree,Totally disagree,Totally agree,Tend to disagree,Totally agree,Tend to agree,Don't know (SPONTANEOUS),Totally agree
350025445.0,25445.0,SE,0.3557266953612175,0.20391436852629247,Woman,77.0,75+,Rural area or village,Almost never/never,The lower middle class of society,More than 7 days,More than 7 days,Not applicable (SPONTANEOUS),More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Got informed on the response plan your city, region or country has for a disaster or emergency (e.g. (...)",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Totally agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Totally agree,Tend to agree,Totally disagree,Totally agree,Totally agree,Totally disagree,Tend to disagree,It depends on the type of disaster (SPONTANEOUS),Totally disagree
350025446.0,25446.0,SE,0.7556553182586937,0.43316675148540285,Man,64.0,55-64,Large town,Almost never/never,The upper middle class of society,2 - 3 days,1 day or less,1 day or less,4 - 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Tend to agree,Totally disagree,Totally agree,Tend to agree,Totally agree,Tend to agree,Totally agree,Tend to agree
350025447.0,25447.0,SE,1.2119404243382843,0.6947245442726235,Woman,50.0,45-54,Small or middle sized town,Almost never/never,The middle class of society,1 day or less,2 - 3 days,Not applicable (SPONTANEOUS),2 - 3 days,Not applicable (SPONTANEOUS),Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Have signed up for alerts and warnings from emergency services or authorities,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Totally agree,Totally agree,Totally agree,Tend to agree,Tend to agree,Totally agree,Tend to agree,Totally disagree,Totally agree,Totally disagree,Totally agree,Tend to agree,Totally disagree,Tend to agree
350025448.0,25448.0,SE,0.3557266953612175,0.20391436852629247,Woman,77.0,75+,Small or middle sized town,Almost never/never,The lower middle class of society,2 - 3 days,1 day or less,Not applicable (SPONTANEOUS),More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Totally agree,Tend to agree,Totally agree,Tend to disagree,Totally agree,Totally agree,Tend to agree,Tend to disagree,Totally agree,Totally agree,Tend to agree,Tend to agree,It depends on the type of disaster (SPONTANEOUS),Tend to disagree
350025449.0,25449.0,SE,1.780894861198743,1.0208681433489424,Man,62.0,55-64,Small or middle sized town,Almost never/never,The middle class of society,1 day or less,1 day or less,2 - 3 days,More than 7 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Totally agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Totally agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree
350025450.0,25450.0,SE,1.1427551405300864,0.6550652394101212,Man,32.0,25-34,Small or middle sized town,Almost never/never,The middle class of society,1 day or less,1 day or less,1 day or less,2 - 3 days,More than 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Totally agree,Tend to agree,Tend to agree,Totally agree,Tend to agree,Totally agree,Totally disagree,Tend to disagree,Totally agree,Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree
350025451.0,25451.0,SE,1.7928265820170612,1.0277078024125637,Woman,56.0,55-64,Small or middle sized town,Almost never/never,The middle class of society,More than 7 days,1 day or less,Not applicable (SPONTANEOUS),More than 7 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally agree,Totally agree,Tend to agree,Tend to disagree,Totally agree,Tend to agree,Tend to agree,Tend to disagree,Totally agree,Totally disagree,Totally agree,Tend to agree,Totally disagree,Tend to disagree
350025452.0,25452.0,SE,0.7556553182586937,0.43316675148540285,Man,58.0,55-64,Small or middle sized town,Almost never/never,The working class of society,4 - 7 days,1 day or less,4 - 7 days,4 - 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Totally disagree,Totally disagree
350025453.0,25453.0,SE,1.3831836127798065,0.7928868331613558,Man,37.0,35-44,Small or middle sized town,Almost never/never,The lower middle class of society,4 - 7 days,More than 7 days,More than 7 days,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,"Have participated in a training or exercise, to learn how to react in an emergency",Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Totally agree,Totally agree,Tend to agree,Tend to disagree,Tend to agree,Totally agree,Tend to agree,Totally disagree,Tend to agree,Totally disagree,Tend to disagree,Totally agree,Tend to agree,Tend to disagree
350025454.0,25454.0,SE,5.0,2.8661662335916427,Man,22.0,15-24,Large town,Almost never/never,The lower middle class of society,1 day or less,2 - 3 days,Not applicable (SPONTANEOUS),4 - 7 days,Not applicable (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,"Have participated in a training or exercise, to learn how to react in an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally agree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Totally disagree,Totally agree
350025455.0,25455.0,SE,2.580377235155294,1.479158020266133,Man,45.0,45-54,Small or middle sized town,Almost never/never,DK (SPONT.),1 day or less,1 day or less,Not applicable (SPONTANEOUS),2 - 3 days,Don't know (SPONTANEOUS),Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,"Have participated in a training or exercise, to learn how to react in an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Tend to agree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Totally agree,Tend to agree,Totally disagree,Tend to agree,Totally disagree,Totally agree,Tend to agree,Totally agree,Tend to agree
350025456.0,25456.0,SE,3.2598256487762507,1.8686404403836918,Man,39.0,35-44,Small or middle sized town,Almost never/never,The upper middle class of society,1 day or less,More than 7 days,1 day or less,2 - 3 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally agree,Totally agree,Totally agree,Totally disagree,Totally disagree,Totally agree,Tend to agree,Don't know (SPONTANEOUS),Tend to agree,Totally disagree,Tend to agree,Tend to agree,Totally disagree,Totally disagree
350025457.0,25457.0,SE,1.8467519314782759,1.0586196055646362,Woman,31.0,25-34,Large town,Almost never/never,The middle class of society,4 - 7 days,2 - 3 days,2 - 3 days,More than 7 days,Don't know (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Totally agree,Totally agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Totally disagree,Totally agree,Totally disagree,Totally disagree,Tend to agree,Totally disagree,Totally disagree
350025458.0,25458.0,SE,0.9532327676560716,0.5464247142817881,Woman,75.0,75+,Small or middle sized town,Almost never/never,The middle class of society,1 day or less,1 day or less,Not applicable (SPONTANEOUS),2 - 3 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Totally agree,Totally agree,Totally agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Totally disagree,Tend to agree,Tend to disagree,Totally agree,Tend to agree,It depends on the type of disaster (SPONTANEOUS),Totally disagree
350025459.0,25459.0,SE,1.780894861198743,1.0208681433489424,Man,64.0,55-64,Small or middle sized town,Almost never/never,The middle class of society,2 - 3 days,2 - 3 days,Not applicable (SPONTANEOUS),More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Totally agree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally agree,Tend to agree,Totally disagree,Totally agree,Tend to agree,Totally disagree,It depends on the type of disaster (SPONTANEOUS),Don't know (SPONTANEOUS),Totally agree
